TEXT,LABELS,BOUNDING_BOXES,token_ids,tokenized_text,tokenized_text_label_ids,tokenized_text_label
 , , ,2361,##p,-100,O
 , , ,1015,1,34,O
 , , ,1010,",",-100,O
 , , ,2199,000,-100,O
 , , ,102,[SEP],-100,O
"1,000",O,"[773, 551, 803, 557]",101,[CLS],-100,O
"1,000",O,"[773, 612, 803, 619]",1015,1,34,O
"1,000",O,"[773, 654, 801, 661]",1010,",",-100,O
NO,O,"[196, 866, 211, 876]",2199,000,-100,O
CLAIMS,O,"[216, 866, 267, 875]",1015,1,34,O
CAN,O,"[272, 866, 297, 875]",1010,",",-100,O
BE,O,"[302, 866, 319, 875]",2199,000,-100,O
ACCEPTED,O,"[322, 866, 391, 875]",1015,1,34,O
FOR,O,"[398, 866, 421, 875]",1010,",",-100,O
ANY,O,"[428, 865, 455, 874]",2199,000,-100,O
COST,O,"[458, 865, 492, 874]",2053,no,34,O
INCURRED,O,"[497, 865, 563, 874]",4447,claims,34,O
IF,O,"[569, 865, 581, 874]",2064,can,34,O
INCORRECT,O,"[584, 864, 662, 874]",2022,be,34,O
LABELS,O,"[667, 864, 715, 873]",3970,accepted,34,O
ARE,O,"[721, 864, 747, 873]",2005,for,34,O
USED,O,"[751, 864, 784, 873]",2151,any,34,O
For,O,"[608, 896, 643, 910]",3465,cost,34,O
S.,S-diclaration_by,"[648, 896, 668, 910]",22667,incurred,34,O
K.,S-signed_by,"[677, 896, 697, 910]",2065,if,34,O
SIGNATURE,S-signed_by,"[704, 896, 828, 913]",16542,incorrect,34,O
1331309,S-performa_invoice_no,"[833, 308, 880, 318]",10873,labels,34,O
Total,O,"[842, 329, 878, 336]",2024,are,34,O
Proprietor,S-signed_by,"[640, 945, 726, 963]",2109,used,34,O
/,S-signed_by,"[722, 945, 734, 962]",2005,for,34,O
Authorised,S-signed_by,"[729, 945, 825, 962]",1055,s,56,S-diclaration_by
146.03,O,"[843, 363, 875, 372]",1012,.,-100,O
3.27,O,"[855, 395, 878, 401]",1047,k,15,S-signed_by
5.15,O,"[855, 426, 877, 433]",1012,.,-100,O
2.18,O,"[857, 455, 880, 466]",8085,signature,15,S-signed_by
3.43,O,"[857, 488, 877, 495]",14506,133,9,S-performa_invoice_no
3.27,O,"[857, 518, 877, 526]",17134,##13,-100,O
5.15,O,"[857, 550, 877, 556]",2692,##0,-100,O
1.09,O,"[858, 579, 878, 586]",2683,##9,-100,O
0.86,O,"[857, 611, 878, 617]",2561,total,34,O
5.92,O,"[857, 653, 880, 658]",21584,proprietor,15,S-signed_by
Proforma,O,"[662, 848, 709, 858]",1013,/,15,S-signed_by
Invoice,O,"[712, 848, 749, 857]",19256,authorised,15,S-signed_by
No,O,"[752, 848, 768, 857]",16333,146,34,O
.:,O,"[766, 848, 774, 857]",1012,.,-100,O
1331309,O,"[781, 848, 823, 857]",6021,03,-100,O
Page,O,"[831, 848, 855, 857]",1017,3,34,O
1,O,"[860, 848, 863, 857]",1012,.,-100,O
of,O,"[867, 848, 882, 857]",2676,27,-100,O
2,O,"[880, 848, 887, 857]",1019,5,34,O
176.35,S-total_amount_in_numeric,"[845, 673, 880, 682]",1012,.,-100,O
 , , ,2321,15,-100,O
 , , ,1016,2,34,O
 , , ,1012,.,-100,O
 , , ,2324,18,-100,O
 , , ,1017,3,34,O
 , , ,1012,.,-100,O
 , , ,4724,43,-100,O
 , , ,1017,3,34,O
 , , ,1012,.,-100,O
 , , ,2676,27,-100,O
 , , ,1019,5,34,O
 , , ,1012,.,-100,O
 , , ,2321,15,-100,O
 , , ,1015,1,34,O
 , , ,1012,.,-100,O
 , , ,5641,09,-100,O
 , , ,1014,0,34,O
 , , ,1012,.,-100,O
 , , ,6564,86,-100,O
 , , ,1019,5,34,O
 , , ,1012,.,-100,O
 , , ,6227,92,-100,O
 , , ,11268,prof,34,O
 , , ,2953,##or,-100,O
 , , ,2863,##ma,-100,O
 , , ,1999,in,34,O
 , , ,6767,##vo,-100,O
 , , ,6610,##ice,-100,O
 , , ,2053,no,34,O
 , , ,1012,.,34,O
 , , ,1024,:,-100,O
 , , ,14506,133,34,O
 , , ,17134,##13,-100,O
 , , ,2692,##0,-100,O
 , , ,2683,##9,-100,O
 , , ,3931,page,34,O
 , , ,1015,1,34,O
 , , ,1997,of,34,O
 , , ,1016,2,34,O
 , , ,18561,176,36,S-total_amount_in_numeric
 , , ,1012,.,-100,O
 , , ,3486,35,-100,O
 , , ,102,[SEP],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
 , , ,0,[PAD],-100,O
Masterclock,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[79, 52, 173, 66]",101,[CLS],-100,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[175, 55, 180, 66]",3040,master,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Inc.,S-drawer_exporter_seller_beneficiary_issuer_supplier_name,"[183, 55, 212, 66]",20464,##cl,-100,O
2484,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[71, 78, 108, 90]",7432,##ock,-100,O
West,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[115, 78, 156, 90]",1010,",",39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Clay,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[158, 80, 197, 92]",4297,inc,39,S-drawer_exporter_seller_beneficiary_issuer_supplier_name
Street,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[200, 80, 248, 93]",1012,.,-100,O
St.,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[69, 95, 93, 106]",24568,248,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Charles,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[98, 95, 154, 106]",2549,##4,-100,O
",",S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[156, 95, 159, 106]",2225,west,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
MO,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[166, 95, 195, 106]",5726,clay,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
63301,S-drawer_exporter_seller_beneficiary_issuer_supplier_address,"[207, 95, 253, 106]",2395,street,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
NAME,O,"[127, 161, 164, 169]",2358,st,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
/,O,"[173, 161, 178, 169]",1012,.,-100,O
ADDRESS,O,"[180, 161, 250, 172]",2798,charles,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
SSM,S-consinee_name,"[112, 183, 137, 191]",1010,",",49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
InfoTech,S-consinee_name,"[144, 181, 197, 192]",9587,mo,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Solutions,S-consinee_name,"[200, 183, 256, 193]",6191,63,49,S-drawer_exporter_seller_beneficiary_issuer_supplier_address
Pvt,S-consinee_name,"[261, 184, 282, 192]",14142,##30,-100,O
.,S-consinee_name,"[282, 184, 285, 192]",2487,##1,-100,O
Ltd.,S-consinee_name,"[285, 185, 312, 193]",2171,name,34,O
Arn,S-consignee_address,"[112, 193, 136, 203]",1013,/,34,O
:,S-consignee_address,"[136, 193, 141, 203]",4769,address,34,O
Sudip,S-consignee_address,"[149, 193, 181, 203]",7020,ss,17,S-consinee_name
Vidyarthi,S-consignee_address,"[187, 193, 244, 205]",2213,##m,-100,O
C,S-consignee_address,"[112, 206, 120, 214]",18558,info,17,S-consinee_name
-,S-consignee_address,"[119, 206, 124, 214]",15007,##tech,-100,O
502,S-consignee_address,"[124, 206, 144, 214]",7300,solutions,17,S-consinee_name
",",S-consignee_address,"[147, 206, 149, 214]",26189,pv,17,S-consinee_name
President,S-consignee_address,"[153, 206, 210, 214]",2102,##t,-100,O
Plaza,S-consignee_address,"[212, 206, 246, 214]",1012,.,17,S-consinee_name
Near,S-consignee_address,"[112, 217, 139, 227]",5183,ltd,17,S-consinee_name
RTO,S-consignee_address,"[141, 217, 170, 227]",1012,.,-100,O
",",S-consignee_address,"[173, 217, 176, 227]",12098,ar,8,S-consignee_address
Ring,S-consignee_address,"[180, 217, 209, 228]",2078,##n,-100,O
Road,S-consignee_address,"[210, 218, 241, 228]",1024,:,8,S-consignee_address
",",S-consignee_address,"[243, 218, 246, 228]",19219,sud,8,S-consignee_address
Gujarat,S-consignee_address,"[250, 218, 294, 230]",11514,##ip,-100,O
Surat,S-consignee_address,"[110, 230, 141, 239]",6819,vi,8,S-consignee_address
",",S-consignee_address,"[142, 230, 144, 239]",25838,##dya,-100,O
Gujarat,S-consignee_address,"[147, 230, 193, 239]",15265,##rth,-100,O
395001,S-consignee_address,"[195, 230, 238, 239]",2072,##i,-100,O
India,S-consignee_address,"[244, 230, 275, 239]",1039,c,8,S-consignee_address
ITEM,O,"[108, 370, 139, 376]",1011,-,8,S-consignee_address
30,O,"[61, 453, 74, 460]",2753,50,8,S-consignee_address
%,O,"[74, 453, 85, 460]",2475,##2,-100,O
Discount,O,"[93, 453, 144, 461]",1010,",",8,S-consignee_address
UPS,O,"[61, 478, 85, 486]",2343,president,8,S-consignee_address
Collect,O,"[90, 478, 134, 486]",8232,plaza,8,S-consignee_address
WIRE,O,"[61, 503, 96, 511]",2379,near,8,S-consignee_address
FEE,O,"[100, 503, 124, 511]",19387,rt,8,S-consignee_address
DESCRIPTION,O,"[316, 373, 414, 380]",2080,##o,-100,O
TCC100,O,"[64, 391, 112, 398]",1010,",",8,S-consignee_address
Time,S-goods_description,"[193, 392, 224, 401]",3614,ring,8,S-consignee_address
Code,S-goods_description,"[227, 392, 260, 401]",2346,road,8,S-consignee_address
Converter,S-goods_description,"[263, 392, 323, 404]",1010,",",8,S-consignee_address
to,S-goods_description,"[324, 393, 336, 403]",14288,gujarat,8,S-consignee_address
Parallel,S-goods_description,"[341, 393, 386, 405]",7505,sur,8,S-consignee_address
RCD,S-goods_description,"[391, 394, 418, 404]",4017,##at,-100,O
-Power,O,"[62, 401, 108, 413]",1010,",",8,S-consignee_address
Plug,O,"[113, 401, 139, 413]",14288,gujarat,8,S-consignee_address
-,O,"[139, 401, 144, 413]",24673,395,8,S-consignee_address
U.K,O,"[144, 401, 168, 413]",8889,##00,-100,O
.,O,"[168, 401, 173, 413]",2487,##1,-100,O
U.K.,S-goods_description,"[193, 403, 221, 415]",2634,india,8,S-consignee_address
Style,S-goods_description,"[227, 403, 255, 415]",8875,item,34,O
220-240VAC,S-goods_description,"[260, 403, 338, 417]",2382,30,34,O
/,S-goods_description,"[340, 404, 345, 416]",1003,%,34,O
50H2,S-goods_description,"[345, 404, 375, 416]",19575,discount,34,O
Wall,S-goods_description,"[380, 404, 408, 416]",11139,ups,34,O
Transformer,S-goods_description,"[413, 404, 484, 418]",8145,collect,34,O
with,S-goods_description,"[488, 405, 513, 417]",7318,wire,34,O
Standard,S-goods_description,"[193, 415, 244, 425]",7408,fee,34,O
2.,S-goods_description,"[250, 416, 260, 424]",6412,description,34,O
Inum,S-goods_description,"[261, 417, 289, 425]",22975,tc,34,O
Non,S-goods_description,"[299, 417, 323, 425]",2278,##c,-100,O
-,S-goods_description,"[324, 418, 329, 427]",18613,##100,-100,O
Locking,S-goods_description,"[324, 417, 377, 428]",2051,time,27,S-goods_description
Plug,S-goods_description,"[380, 419, 409, 428]",3642,code,27,S-goods_description
Thank,O,"[54, 769, 90, 777]",10463,convert,27,S-goods_description
you,O,"[95, 769, 115, 777]",2121,##er,-100,O
for,O,"[120, 769, 137, 777]",2000,to,27,S-goods_description
your,O,"[141, 769, 166, 777]",5903,parallel,27,S-goods_description
business,O,"[168, 770, 222, 778]",22110,rc,27,S-goods_description
.,O,"[219, 770, 224, 778]",2094,##d,-100,O
Phone,O,"[90, 811, 130, 818]",1011,-,34,O
#,O,"[134, 811, 142, 818]",2373,power,-100,O
636-724-3666,O,"[74, 836, 156, 846]",13354,plug,34,O
Fax,O,"[241, 812, 263, 820]",1011,-,34,O
#,O,"[267, 812, 275, 819]",1057,u,34,O
636-724-3776,O,"[215, 838, 301, 848]",1012,.,-100,O
Masterclock,O,"[379, 63, 612, 90]",1047,k,-100,O
Subtotal,O,"[193, 440, 243, 449]",1012,.,34,O
30,O,"[192, 454, 205, 462]",1057,u,27,S-goods_description
%,O,"[205, 454, 215, 462]",1012,.,-100,O
Discount,O,"[221, 453, 277, 464]",1047,k,-100,O
UPS,O,"[192, 478, 217, 490]",1012,.,-100,O
Collect,O,"[222, 478, 267, 490]",2806,style,27,S-goods_description
-,O,"[265, 478, 270, 490]",10545,220,27,S-goods_description
Freightles,O,"[270, 478, 335, 492]",1011,-,-100,O
.,O,"[335, 479, 338, 491]",11212,240,-100,O
Billed,O,"[343, 479, 379, 491]",24887,##vac,-100,O
to,O,"[382, 479, 394, 491]",1013,/,27,S-goods_description
Acct,O,"[397, 479, 426, 491]",2753,50,27,S-goods_description
.,O,"[425, 479, 428, 491]",2232,##h,-100,O
#,O,"[431, 479, 440, 491]",2475,##2,-100,O
:,O,"[440, 480, 445, 492]",2813,wall,27,S-goods_description
3R22E0,O,"[448, 480, 496, 492]",10938,transform,27,S-goods_description
Transaction,O,"[192, 503, 260, 515]",2121,##er,-100,O
Processing,O,"[263, 504, 328, 516]",2007,with,27,S-goods_description
Fee,O,"[331, 505, 352, 515]",3115,standard,27,S-goods_description
All,O,"[365, 505, 384, 515]",1016,2,27,S-goods_description
orders,O,"[389, 505, 423, 515]",1012,.,-100,O
under,O,"[428, 505, 464, 516]",1999,in,27,S-goods_description
